43.65107, -79.347015
45.42153, -75.697193
43.589045, -79.644120
43.255203, -79.871102
42.984923, -81.245277
43.856100, -79.337018
43.836121, -79.508240
43.449974, -80.491226
42.314937, -83.036363
43.683334, -79.766670
43.897913, -78.865791
44.389355, -79.690331
43.546040, -80.249698
44.231171, -76.485954
48.380895, -89.247682
43.472285, -80.544857
27.470125, -99.480401
53.5444, -113.4909
49.8951, -97.1384
44.6488, -63.5752
50.4452, -104.6189
52.1307, -106.6600
48.4284, -123.3656
47.5615, -52.7126
46.2382, -63.1311
62.4540, -114.3718
60.7212, -135.0568
63.7467, -68.5170
46.0878, -64.7782
45.9636, -66.6431
52.1307, -106.6600
52.2690, -113.8116
50.6761, -120.3408
50.0366, -110.6790
53.2008, -105.7672
50.3913, -105.5348
53.2761, -110.0444
50.5832, -111.8859
49.5320, -96.6938
49.5056, -115.7688
